4	-1
3	16
2	6
4	6
2	16
3	34
4	2
5	6
1	-1
1	10
3	22
4	18
1	34
2	2
4	15
2	19
4	10
2	14
6	16
1	8
2	10
3	26
6	34
5	18
1	19
6	6
5	-1
5	9
2	15
3	10
6	-1
5	2
6	2
4	34
6	10
3	-1
3	2
5	23
5	34
6	21
5	12
1	16
6	18
2	-1
2	20
3	18
3	8
4	16
5	24
6	26
1	18
3	13
6	14
4	21
5	16
1	24
4	27
2	26
1	20
4	24
2	24
6	24
5	25
1	32
2	32
3	32
4	32
5	32
6	32
6	15
2	34
